Date,Equal_Weighted,Historical_Risk_Parity,Method_A_XGBoost,Method_B_XGBoost,Method_C_XGBoost,Method_A_ARMA
2018-04-05,1.0309456579825145,1.029658952207066,1.0094332037382618,1.0101598115637178,1.00630426079747,1.002688938753933
2018-04-06,1.006984812487147,1.0070638638967342,0.985404035613287,0.9860756946026649,0.9802358137662605,0.9789769576485599
2018-04-09,1.0140992926765018,1.0154486382009675,0.9921271161470768,0.991119654662628,0.9862806382813807,0.9854263728808638
2018-04-10,1.0333917500594125,1.0344719102132063,1.01288291544964,1.0118897255828052,1.0093196056481508,1.0038918262901666
2018-04-11,1.0252326369167226,1.0260469744938692,1.0053626699887805,1.0032109966045946,1.002159155246309,0.9959236818077414
2018-04-12,1.036016054006356,1.0348246356023953,1.0168535900440614,1.0148726962858268,1.0199540559660478,1.0054658529518958
2018-04-13,1.0311979378408598,1.0317244007857782,1.0109489479166014,1.0088796287190849,1.0087143459567272,1.0016720910439143
2018-04-16,1.041726361764604,1.042890946637851,1.019927819964651,1.018533270574624,1.0166481552089235,1.0122409725912727
2018-04-17,1.0595520590837155,1.0595881719757025,1.0378965938479452,1.0365483488466543,1.0372052017567883,1.028826067022692
2018-04-18,1.0596557329145153,1.0590817982641558,1.0384702629584788,1.0381933279298723,1.037560581863866,1.0287229142496355
2018-04-19,1.0534728037135024,1.0539379355561371,1.0325550943759205,1.0322090887296556,1.0277652762600997,1.0231134211207322
2018-04-20,1.0467537270959915,1.047142993865089,1.0259704014499869,1.0257344122438667,1.0199781841384226,1.0166952032573493
2018-04-23,1.052177462861226,1.0538929320538375,1.0314113479501128,1.0305044338655485,1.0203344783694799,1.0230217179480954
2018-04-24,1.0463933493794886,1.0498436093293808,1.0229161007119245,1.0231305219217357,1.0116957698218154,1.018457603997739
2018-04-25,1.0527685837330165,1.0560714002191411,1.0283580117260362,1.0296826140754078,1.0151573751602907,1.0245576644506664
2018-04-26,1.0638913380450858,1.0655474162720602,1.0410204095766542,1.0418810611234537,1.033747275170913,1.0341911519552005
2018-04-27,1.0724086617669684,1.0758803448296648,1.0489380618063977,1.0499864731331245,1.0366278470093755,1.0439189087517864
2018-04-30,1.0577028530867993,1.0618194000492234,1.0350027605459657,1.0347370825119162,1.024662241639015,1.028678595557558
2018-05-01,1.0541840177434105,1.0568180687901856,1.0325162608860012,1.0335677844428512,1.0326450232914932,1.0240483885819225
2018-05-02,1.0447347620432663,1.047754758535879,1.0235852700356147,1.0246356618287291,1.0236111366987388,1.014828733965832
2018-05-03,1.045390927594583,1.0474735984317791,1.0241056753870679,1.0264453566529552,1.0253975520562513,1.0152536364096225
2018-05-04,1.0547765084678395,1.0569113638582226,1.0326134424339668,1.0354607597660914,1.0348587747463893,1.023975497881937
2018-05-07,1.0556897188601042,1.0554447713166464,1.0335612290538718,1.0392498065606843,1.0402700562100953,1.024526578571588
2018-05-08,1.0542646025180953,1.0548294318439988,1.0314664904309607,1.038469217173182,1.044479589640898,1.0229687328270114
2018-05-09,1.0562963732670465,1.0561436970210487,1.0347611601649762,1.043187362986664,1.0511682664154611,1.0244311887084596
2018-05-10,1.063732414960559,1.062773336962281,1.0427184576152004,1.050532396960137,1.0587742302546068,1.032432971982313
2018-05-11,1.0753816804090675,1.0750839577271256,1.055831909557614,1.0604447125692593,1.065045866106959,1.0442081351864263
2018-05-14,1.0795448445230358,1.079709542526206,1.0580882215822964,1.0645196738399927,1.0637344720980275,1.0482618660412766
2018-05-15,1.0717204286421784,1.0724582755332224,1.0497347753289616,1.0569658097120953,1.0564587460380097,1.0407701026629013
2018-05-16,1.0819448852731108,1.0827200286987377,1.0590359195711183,1.0661448167271184,1.065198130171117,1.0507165299845094
2018-05-17,1.0790247751131081,1.0798102705305257,1.056098207489651,1.0643034117823555,1.0609220956456622,1.0479295899307064
2018-05-18,1.0792520083042416,1.0795247476001721,1.0570907840860295,1.0656154533376194,1.0567012218746443,1.0484630317983448
2018-05-21,1.088853845713503,1.0884259940920469,1.0662246229313808,1.075524825017334,1.0647682343923912,1.0570662449645485
2018-05-22,1.0837178261045188,1.0829917376718265,1.0623555562141092,1.0696209165234192,1.0595516624514125,1.0520384158451146
2018-05-23,1.0901736082633553,1.089193201747101,1.0677093320117117,1.0761240568265211,1.0677583728686515,1.0580519076227346
2018-05-24,1.087213978404107,1.0855274290602601,1.0653482988564684,1.0733508443131505,1.0629493697918238,1.0552715259336802
2018-05-25,1.0848773510114744,1.0817993875575753,1.06291382103604,1.0713271174858112,1.0581157403508314,1.0532373403711888
2018-05-29,1.0749473119882458,1.0717253768503379,1.0532937392748982,1.060788012834143,1.0488720243818188,1.0433898056630106
2018-05-30,1.0932538850594413,1.0904455666483437,1.0704376500235828,1.0785129204294206,1.067570019646709,1.060985211352762
2018-05-31,1.08269400354107,1.0800693376540178,1.0591911592571628,1.0674967037001406,1.0592165715687867,1.051106558908762
2018-06-01,1.096129142078145,1.0939287729025131,1.0712303364256355,1.0803494354150815,1.0738818254112052,1.0636583669314223
2018-06-04,1.106443021678831,1.104217028946486,1.0816199640487687,1.0901937993396833,1.083831793936796,1.07315399687735
2018-06-05,1.1035296686855047,1.1010651005845862,1.0788180156165963,1.088177982505755,1.0810135899375086,1.0709125047832802
2018-06-06,1.115736906657645,1.1131753401407043,1.0905630068030037,1.102079626044898,1.0921957679133074,1.0822598379943777
